Lep Name,Lep Url 
Plebejus argyrognomon,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Plebejus_argyrognomon_%283788782816%29.jpg/269px-Plebejus_argyrognomon_%283788782816%29.jpg
Plebejus eurypilus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Plebejus_carmon.jpg/257px-Plebejus_carmon.jpg
Plebejus icarioides,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Spring_Mountains_icarioides_blue_%28Plebejus_icarioides_austinorum%29_%288045253913%29.jpg/219px-Spring_Mountains_icarioides_blue_%28Plebejus_icarioides_austinorum%29_%288045253913%29.jpg
Plebejus loewii,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Butterfly_-_Albulina_loewii.jpg/264px-Butterfly_-_Albulina_loewii.jpg
Plebejus psylorita,None
Plebejus saepiolus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Plebejus_saepiolus.jpg/104px-Plebejus_saepiolus.jpg
Plebicula amandus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Polyommatus_amandus.jpeg/225px-Polyommatus_amandus.jpeg
Plebicula golgus,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Polyommatus_golgus_-_Nature_Conservation-001-073-g025.jpg/244px-Polyommatus_golgus_-_Nature_Conservation-001-073-g025.jpg
Plebicula nivescens,None
Poecilmitis aridus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg/389px-Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg
Poecilmitis brooksi,None
Poecilmitis lyncurium,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Chrysoritis_lyncurium%2C_a.jpg/363px-Chrysoritis_lyncurium%2C_a.jpg
Poecilmitis natalensis,None
Poecilmitis palmus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg/389px-Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg
Poecilmitis perseus,None
Poecilmitis zeuxo,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg/389px-Annals_of_the_South_African_Museum_-_Annale_van_die_Suid-Afrikaanse_Museum_%281957%29_%2818395751786%29.jpg
Polyommatus aedon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Polyommatus_aedon.jpg/239px-Polyommatus_aedon.jpg
Poritia erycinoides,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Poritia_erycinoides_phraaticaMFUpUnAC1.jpg/217px-Poritia_erycinoides_phraaticaMFUpUnAC1.jpg
Protantigius superans,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/SuperansOberthur1914OD.jpg/116px-SuperansOberthur1914OD.jpg
Pseuderesia vidua,None
Pseudoaricia hyacinthus,None
Pseudolucia collina,None
Pseudolycaena nellyae,None
Satyrium abdominalis,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Satyrium_abdominalis.jpg/280px-Satyrium_abdominalis.jpg
Satyrium caryaevorum,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/41467_2020_14408_Fig2c_HTML.png/227px-41467_2020_14408_Fig2c_HTML.png
Satyrium fuliginosum,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/HAIRSTREAK%2C_SAGEBRUSH_SOOTY_%28Satyrium_fulginosa%29_%288-24-11%29_7500_ft%2C_amador_co%2C_ca_%283%29_%289421807995%29.jpg/193px-HAIRSTREAK%2C_SAGEBRUSH_SOOTY_%28Satyrium_fulginosa%29_%288-24-11%29_7500_ft%2C_amador_co%2C_ca_%283%29_%289421807995%29.jpg
Satyrium prunoides,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Macrolepidoptera01seitz_0153_Satyrium_prunoides.jpg/270px-Macrolepidoptera01seitz_0153_Satyrium_prunoides.jpg
Satyrium w-album,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Satyrium_w-album.jpg/240px-Satyrium_w-album.jpg
Eilema lutarella,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Eilema_lutarella.jpg/240px-Eilema_lutarella.jpg
Eilema pygmaeola,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Eilema_pygmaeola.jpg/332px-Eilema_pygmaeola.jpg
Eilema pygmeola,None
Episcepsis lenaeus,None
Eupseudosoma involuta,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Eupseudosoma_involuta.JPG/270px-Eupseudosoma_involuta.JPG
Eurata semiluna,None
Grammia arge,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Arge_Moth_3779.11.17.06w.wiki.jpg/240px-Arge_Moth_3779.11.17.06w.wiki.jpg
Grammia doris,None
Grammia virguncula,None
Gymnelia latimarginata,None
Halone sinuata,None
Halone sinuata?,None
Halysidota catenulata,None
Halysidota cinctipes,None
Halysidota harrisii,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Halysidota_harrisii.jpg/284px-Halysidota_harrisii.jpg
Halysidota interlineata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Halysidota_interlineata_dorsal.jpg/209px-Halysidota_interlineata_dorsal.jpg
Haploa reversa,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/-_8109_%E2%80%93_Haploa_reversa_%E2%80%93_Reversed_Haploa_Moth_%2817765850424%29.jpg/165px--_8109_%E2%80%93_Haploa_reversa_%E2%80%93_Reversed_Haploa_Moth_%2817765850424%29.jpg
Hemihyalea edwardsii,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Hemihyalea_edwardsii_%28112930285%29.jpg/270px-Hemihyalea_edwardsii_%28112930285%29.jpg
Hemonia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Hemonia_micrommata_45130565.jpg/152px-Hemonia_micrommata_45130565.jpg
Holomelina fragilis,None
Holomelina opella,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Virbia_opella_%28Tawny_Holomelina_Moth%29_%2814115279730%29.jpg/247px-Virbia_opella_%28Tawny_Holomelina_Moth%29_%2814115279730%29.jpg
Hyalurga vinosa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Hyalurga_vinosa.JPG/240px-Hyalurga_vinosa.JPG
Hypercompe albescens,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/NovitatesZoologicae18_Pl05.png/115px-NovitatesZoologicae18_Pl05.png
Hypercompe albicornis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Hypercompe_albicornis.JPG/270px-Hypercompe_albicornis.JPG
Hypercompe campinasa,None
Hypercompe icasia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Hypercompe_icasia.jpg/270px-Hypercompe_icasia.jpg
Hypercompe indecisa,None
Hypercompe scribonia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Giant_leopard_moth_hypercompe_scribonia_3.jpg/127px-Giant_leopard_moth_hypercompe_scribonia_3.jpg
Idalus agastus,None
Idalus critheis,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Arctiid_Moth_%28Idalus_critheis%29_%2840319050501%29.jpg/177px-Arctiid_Moth_%28Idalus_critheis%29_%2840319050501%29.jpg
Idalus herois,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Idalus_cf_herois_%2815179819397%29.jpg/180px-Idalus_cf_herois_%2815179819397%29.jpg
Idalus nr. sublineata,None
Ilemodes heterogyna,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Ilemodes_heterogyna.jpg/145px-Ilemodes_heterogyna.jpg
Ischnocampa lugubris,None
Isia alcumena,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Isia_alcumena.jpg/276px-Isia_alcumena.jpg
Isia intricata,None
Lacydes spectabilis,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Lacydes_spectabilis.jpg/273px-Lacydes_spectabilis.jpg
Lemyra infernalis,None
Leucanopsis lineata,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Leucanopsis_lineata.JPG/240px-Leucanopsis_lineata.JPG
Lithosia quadra,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Lithosia_quadra_larva.jpg/135px-Lithosia_quadra_larva.jpg
Lophocampa annulosa?,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Lophocampa_annulosa.png/207px-Lophocampa_annulosa.png
Lophocampa citrina,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Sepp-Surinaamsche_vlinders_-_pl_053_plate_Lophocampa_citrina.jpg/137px-Sepp-Surinaamsche_vlinders_-_pl_053_plate_Lophocampa_citrina.jpg
Lophocampa rhomboidea,None
Lophocampa texta,None
Macaduma foliacea,None
Macotasa orientalis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Arctiid_Moth_%28Macotasa_orientalis%29_%288727801265%29.jpg/300px-Arctiid_Moth_%28Macotasa_orientalis%29_%288727801265%29.jpg
Macrocneme chrysitis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Macrocneme_chrysitis%3F_Southern_Cyan_Tiger_Moth%3F_%286986672312%29.jpg/194px-Macrocneme_chrysitis%3F_Southern_Cyan_Tiger_Moth%3F_%286986672312%29.jpg
Maenas maculifascia,None
Melese specularis,None
Metarctia crassa,None
Metarctia flavicincta,None
Meteugoa obliquiata,None
Neasura apicalis,None
Neoarctia beanii,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Neoarctia_beanii.JPG/269px-Neoarctia_beanii.JPG
Notarctia proxima,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Arctiidae_-_Notarctia_proxima.JPG/241px-Arctiidae_-_Notarctia_proxima.JPG
Ocnogyna mutabilis,None
Paracles affinis,None
Paracles bilinea,None
Paracles fusca,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Paracles_fusca.jpg/268px-Paracles_fusca.jpg
Paralpenus strigulosa,None
Platarctia parthenos,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Platarctia_parthenos.JPG/269px-Platarctia_parthenos.JPG
Rhodogastria amasis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Rhodogastria_amasis_Female_Tiger_Moth_disturbed_showing_flash_coloration_EOS_00643s.jpg/161px-Rhodogastria_amasis_Female_Tiger_Moth_disturbed_showing_flash_coloration_EOS_00643s.jpg
Rhyparia rufescens,None
Robinsonia dewitzi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Robinsonia_dewitzi.JPG/270px-Robinsonia_dewitzi.JPG
Schistophleps bipuncta,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Schistophleps_bipuncta_%2833471656136%29.jpg/270px-Schistophleps_bipuncta_%2833471656136%29.jpg
Scoliacma bicolora,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Scoliacma_bicolora.jpg/240px-Scoliacma_bicolora.jpg
Seirarctia echo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Seirarctia_Echo_Caterpillar_eating.jpg/187px-Seirarctia_Echo_Caterpillar_eating.jpg
Spilosoma spectabilis,None
Spilosoma subcarnea,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Illustrations_of_typical_specimens_of_Lepidoptera_Heterocera_in_the_collection_of_the_British_Museum_%28Pl._XLII%29_%288726506446%29.jpg/129px-Illustrations_of_typical_specimens_of_Lepidoptera_Heterocera_in_the_collection_of_the_British_Museum_%28Pl._XLII%29_%288726506446%29.jpg
Spilosoma sulphurea,None
Spilosoma unipuncta,None
Spilosoma urticae,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Spilosoma_urticae_FvL.jpg/135px-Spilosoma_urticae_FvL.jpg
Syntomeida epilais,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Syntomeida_epilais_jucundissima.jpg/273px-Syntomeida_epilais_jucundissima.jpg
Syntomis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Syntomis_bicincta_8025.jpg/271px-Syntomis_bicincta_8025.jpg
Syntomis sperbius,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/32-Indian-Insect-Life_-_Harold_Maxwell-Lefroy_-_Syntomids-and-Noctuids.jpg/113px-32-Indian-Insect-Life_-_Harold_Maxwell-Lefroy_-_Syntomids-and-Noctuids.jpg
Tigrioides quadrinotata,None
Trichaeta bivittata,None
Trichaeta pterophorina,None
Utetheisa elata,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Utetheisa_elata_Butterfly.jpg/270px-Utetheisa_elata_Butterfly.jpg
Utetheisa pulchella,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Utetheisa_pulchella_02153.jpg/270px-Utetheisa_pulchella_02153.jpg
Homaledra heptathalama,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Homaledra_heptathalama_%2817174702479%29.jpg/240px-Homaledra_heptathalama_%2817174702479%29.jpg
Blastobasis curta,None
Blastobasis decolor,None
Blastobasis indigesta,None
Blastobasis monopetali,None
Blastobasis nr. inana,None
Blastobasis phycidella,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Blastobasis_phycidella.jpg/240px-Blastobasis_phycidella.jpg
Blastobasis sarcophaga,None
Blastobasis subolivacea,None
Eubolepia gargantuella,None
Holcocera aphidiella,None
Holcocera augusti,None
Holcocera citricolella,None
Holcocera iceryaeella,None
Holcocera sp.,None
Tecmerium anthophaga,None
Tecmerium spermophagia,None
Zenodochium citricolella,None
Andraca apodecta,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Andraca_apodecta.JPG/271px-Andraca_apodecta.JPG
Bombyx mandarina,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Bombyx_mandarina_on_the_wall_-_3.jpg/320px-Bombyx_mandarina_on_the_wall_-_3.jpg
Mustilia phaeopera,None
Ocinara albicollis,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ocinara_sp._c-w_albicollis_%287211298664%29.jpg/324px-Ocinara_sp._c-w_albicollis_%287211298664%29.jpg
Ocinara fuscocervina,None
Rolepa unimoda,None
Brachodes appendiculatus,None
Miscera poecilota,None
Synechodes olivora,None
Bucculatrix,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Bucculatrix_absinthii.jpg/334px-Bucculatrix_absinthii.jpg
Bucculatrix absinthii,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Bucculatrix_absinthii.jpg/334px-Bucculatrix_absinthii.jpg
Bucculatrix albiguttella,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Bucculatrix_albiguttella.jpg/270px-Bucculatrix_albiguttella.jpg
Bucculatrix anthemidella,None
Bucculatrix callistricha,None
Bucculatrix centaureae,None
Bucculatrix clavenae,None
Bucculatrix crataegi,https://upload.wikimedia.org/wikipedia/commons/0/0b/Bucculatrix_bechsteinella.JPG
Bucculatrix crateracma,None
Bucculatrix dominatrix,None
Bucculatrix enceliae,None
Bucculatrix ericameriae,None
Bucculatrix fatigatella,None
Bucculatrix flexuosa,None
Bucculatrix frangutella,https://upload.wikimedia.org/wikipedia/commons/8/8d/Bucculatrix_frangutella.JPG
Bucculatrix franseriae,None
Bucculatrix fugitans,None
Bucculatrix fusicola,None
Bucculatrix gnaphaliella,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bucculatrix_gnaphaliella.JPG
Bucculatrix jugicola,https://upload.wikimedia.org/wikipedia/commons/0/0f/Bucculatrix_cristatella.JPG
Bucculatrix kendalli,None
Bucculatrix paliuricola,None
Bucculatrix parthenica,None
Bucculatrix quadrigemina,None
Bucculatrix quinquenotella,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Bucculatrix_quinquenotella_larva.JPG/138px-Bucculatrix_quinquenotella_larva.JPG
Bucculatrix seorsa,None
Bucculatrix sp. C,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/-0275-_Bucculatrix_bechsteinella_%2841874388854%29.jpg/218px--0275-_Bucculatrix_bechsteinella_%2841874388854%29.jpg
Bucculatrix taeniola,None
Bucculatrix thoracella,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Bucculatrix_thoracella.jpg/240px-Bucculatrix_thoracella.jpg
Bucculatrix transversata,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/%282312%29_The_Olive_%28Ipimorpha_subtusa%29_%2828566610033%29.jpg/195px-%282312%29_The_Olive_%28Ipimorpha_subtusa%29_%2828566610033%29.jpg
Bucculatrix tridenticola,None
Bucculatrix ulmifoliae,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hering_08.145.jpg/143px-Hering_08.145.jpg
Cleosiris lycaenoides,None
Carposina chersodes,None
Carposina fernaldana,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Carposina_fernaldana_P1110561a.jpg/127px-Carposina_fernaldana_P1110561a.jpg
Carposina hyperlopha,None
Carposina neurophorella,None
Carposina niponensis,None
Carposina olivaceonitens,None
Carposina sasakii,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Carposina_sasakii_-_Peach_Fruit_Moth_%2814935901788%29.jpg/149px-Carposina_sasakii_-_Peach_Fruit_Moth_%2814935901788%29.jpg
Carposina solutella,None
Carposina viridis,None
Meridarchis lutea,None
Meridarchis reprobata,None
Castnia,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Tragocephala_castnia_castnia_%2811891691014%29.jpg/168px-Tragocephala_castnia_castnia_%2811891691014%29.jpg
Castnia icarus,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Cramer%26Stoll-uitlandsche_kapellen_vol._1-_plate_018.jpg/135px-Cramer%26Stoll-uitlandsche_kapellen_vol._1-_plate_018.jpg
Castnia licoides,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Seitz_Macrolepidoptera_Volume_VI_c.1940_-_Page_2_%28CASTNIA%29_%284338247011%29.jpg/131px-Seitz_Macrolepidoptera_Volume_VI_c.1940_-_Page_2_%28CASTNIA%29_%284338247011%29.jpg
Castnia penelope,None
Castniomera atymnius,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Giant_butterfly-moth_%28Castniomera_atymnius_drucei%29.jpg/270px-Giant_butterfly-moth_%28Castniomera_atymnius_drucei%29.jpg
Castniomera humboldti,None
Castniomera licus,None
Ceretes thais,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Illustrations_of_Exotic_Entomology_Castnia_Thais.jpg/261px-Illustrations_of_Exotic_Entomology_Castnia_Thais.jpg
Corybantes dolopia,None
Hista boisduvali,None
Hista japyx,None
Imara catharina,None
Brenthia dendronympha,None
Caloreas apocynoglossa,None
Choreutis aegyptiaca,None
Choreutis nemorana,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Choreutidae_-_Choreutis_nemorana.JPG/241px-Choreutidae_-_Choreutis_nemorana.JPG
Tebenna bradleyi,None
Tebenna gemmalis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Metalmark_Moth_-_Tebenna_gemmalis%2C_Round_Lake_Trail%2C_Gold_Lake%2C_California.jpg/119px-Metalmark_Moth_-_Tebenna_gemmalis%2C_Round_Lake_Trail%2C_Gold_Lake%2C_California.jpg
Coleophora absinthii,None
Coleophora ahenella,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/%281457%29_Hypochalcia_ahenella_%2835298978955%29.jpg/255px-%281457%29_Hypochalcia_ahenella_%2835298978955%29.jpg
Coleophora albitarsella,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/37.032_BF515_Coleophora_albitarsella_%289192084237%29.jpg/240px-37.032_BF515_Coleophora_albitarsella_%289192084237%29.jpg
Coleophora alnifoliae,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Coleophora_alnifoliae.jpg/281px-Coleophora_alnifoliae.jpg
Coleophora alticolella,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Coleophora_alticolella%2C_Gamlan%2C_North_Wales%2C_Oct_2015_%2822159369646%29.jpg/386px-Coleophora_alticolella%2C_Gamlan%2C_North_Wales%2C_Oct_2015_%2822159369646%29.jpg
Coleophora astragalella,None
Coleophora bipennella,None
Coleophora coenosipennella,None
Coleophora gallivora,None
Coleophora guttella,None
Coleophora inulae,None
Coleophora involucrella,None
Coleophora laricella,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Coleophora_laricella.jpg/277px-Coleophora_laricella.jpg
Coleophora levantis,None
Coleophora limosipennella,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Coleophora_limosipennella_%2814442314283%29.jpg/240px-Coleophora_limosipennella_%2814442314283%29.jpg
Coleophora millefolii,https://upload.wikimedia.org/wikipedia/commons/2/29/Coleophora_millefolii.JPG
Coleophora octagonella,None
Coleophora plurifoliella,None
Coleophora quercicola,None
Coleophora rugosae,None
Coleophora sacramenta,None
Coleophora salviella,None
Coleophora saxicolella,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Coleophora_saxicolella_%2815858570584%29.jpg/314px-Coleophora_saxicolella_%2815858570584%29.jpg
Coleophora scabrida,None
Coleophora settari,None
Coleophora sp. 1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Coleophora_sp_%2841978797544%29.jpg/208px-Coleophora_sp_%2841978797544%29.jpg
Coleophora sp. A,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Noordwijk_-_Coleophora_sp.jpg/270px-Noordwijk_-_Coleophora_sp.jpg
Aganoptila durata,None
Allotalanta triocellata,None
Anoncia sphacelina,None
Ascalenia pachnodes,None
Ascalenia pr. acaciella,None
Batrachedrodes sophroniella,None
Batrachedrodes syrraphella,None
Chrysopeleia purpuriella,None
Cosmopterigidae sp. B,None
Cosmopterix gracilis,None
Cosmopterix manipularis,None
Dorodoca chrysomochla,None
Eteobalea teucrii,None
Euclemensia bassettella,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Euclemensia_bassettella_%E2%80%93_Kermes_Scale_Moth_%2814550248707%29.jpg/252px-Euclemensia_bassettella_%E2%80%93_Kermes_Scale_Moth_%2814550248707%29.jpg
Gisilia stereodoxa,None
Heterotactis quincuncialis,None
Homosaces pelochares,None
Hyposmocoma alliterata,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Hyposmocoma_alliterata_%2813442586844%29.jpg/240px-Hyposmocoma_alliterata_%2813442586844%29.jpg
Hyposmocoma argomacha,None
Hyposmocoma coprosmae,None
Hyposmocoma corvina,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Hyposmocoma_species13.JPG/236px-Hyposmocoma_species13.JPG
Hyposmocoma erebogramma,None
Hyposmocoma erismatias,None
Hyposmocoma montivolans,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Hyposmocoma_species3.JPG/232px-Hyposmocoma_species3.JPG
